                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     49,                0.46219,                0.73484,                0.96285,                0.98213,                      1,                  0.995,                0.82883,                0.38497,                 1.3442,                0.86133,             0.00041992,             0.00041992,             0.00041992
                     50,                0.53093,                0.66098,                0.97076,                0.98213,                      1,                  0.995,                0.82883,                0.38497,                 1.3442,                0.86133,             0.00042059,             0.00042059,             0.00042059
                     51,                0.37358,                0.51204,                0.89598,                0.95961,                      1,                  0.995,                0.81217,                0.40273,                 1.5875,                0.99887,             0.00042092,             0.00042092,             0.00042092
                     52,                0.39228,                0.63665,                0.92583,                0.95961,                      1,                  0.995,                0.81217,                0.40273,                 1.5875,                0.99887,             0.00042092,             0.00042092,             0.00042092
                     53,                0.28894,                0.49451,                0.89925,                0.95961,                      1,                  0.995,                0.81217,                0.40273,                 1.5875,                0.99887,             0.00042059,             0.00042059,             0.00042059
                     54,                0.37052,                 1.0299,                 1.0137,                0.97992,                      1,                  0.995,                0.71693,                 0.7546,                   2.14,                 1.4399,             0.00041993,             0.00041993,             0.00041993
                     55,                0.34233,                0.51326,                0.86315,                0.97992,                      1,                  0.995,                0.71693,                 0.7546,                   2.14,                 1.4399,             0.00041894,             0.00041894,             0.00041894
                     56,                0.37562,                0.50892,                0.92896,                0.97992,                      1,                  0.995,                0.71693,                 0.7546,                   2.14,                 1.4399,             0.00041763,             0.00041763,             0.00041763
                     57,                 0.4549,                0.57196,                0.93943,                0.55217,                      1,                0.82833,                0.66306,                 1.2462,                  2.733,                  2.429,             0.00041598,             0.00041598,             0.00041598
                     58,                0.39944,                 0.5198,                0.90784,                0.55217,                      1,                0.82833,                0.66306,                 1.2462,                  2.733,                  2.429,               0.000414,               0.000414,               0.000414
                     59,                0.42562,                 0.6323,                0.87877,                0.55217,                      1,                0.82833,                0.66306,                 1.2462,                  2.733,                  2.429,             0.00041169,             0.00041169,             0.00041169
                     60,                0.61076,                0.92087,                  1.009,                0.14232,                    0.5,                0.31893,                0.28704,                 0.4842,                 6.5988,                 1.0485,             0.00040905,             0.00040905,             0.00040905
                     61,                0.34493,                0.66588,                0.93338,                0.14232,                    0.5,                0.31893,                0.28704,                 0.4842,                 6.5988,                 1.0485,             0.00040608,             0.00040608,             0.00040608
                     62,                0.48103,                0.83534,                 0.9481,                0.14232,                    0.5,                0.31893,                0.28704,                 0.4842,                 6.5988,                 1.0485,             0.00040278,             0.00040278,             0.00040278
                     63,                0.46751,                0.84151,                0.95556,                0.10608,                      1,                0.15456,                 0.1391,                0.41755,                 7.5312,                0.90258,             0.00039915,             0.00039915,             0.00039915
                     64,                0.60345,                 0.8273,                 1.0422,                0.10608,                      1,                0.15456,                 0.1391,                0.41755,                 7.5312,                0.90258,             0.00039519,             0.00039519,             0.00039519
                     65,                0.37328,                  0.687,                0.91486,                0.10608,                      1,                0.15456,                 0.1391,                0.41755,                 7.5312,                0.90258,              0.0003909,              0.0003909,              0.0003909
                     66,                0.41035,                0.66121,                0.93544,                0.24479,                      1,                0.63786,                0.57407,                0.42719,                 3.5059,                 0.8798,             0.00038629,             0.00038629,             0.00038629
                     67,                0.40913,                0.64185,                 0.8696,                0.24479,                      1,                0.63786,                0.57407,                0.42719,                 3.5059,                 0.8798,             0.00038134,             0.00038134,             0.00038134
                     68,                0.32906,                0.61054,                0.88674,                0.24479,                      1,                0.63786,                0.57407,                0.42719,                 3.5059,                 0.8798,             0.00037606,             0.00037606,             0.00037606
                     69,                0.30584,                0.56935,                0.87307,                  0.297,                      1,                  0.995,                 0.8955,                0.40334,                 3.2698,                0.93581,             0.00037045,             0.00037045,             0.00037045
                     70,                0.55042,                0.69831,                 1.0414,                  0.297,                      1,                  0.995,                 0.8955,                0.40334,                 3.2698,                0.93581,             0.00036451,             0.00036451,             0.00036451
                     71,                0.54353,                0.69884,                 1.1015,                  0.297,                      1,                  0.995,                 0.8955,                0.40334,                 3.2698,                0.93581,             0.00035824,             0.00035824,             0.00035824
                     72,                0.44954,                0.59003,                0.91065,                0.87569,                      1,                  0.995,                 0.9203,                 0.4352,                  2.446,                0.95029,             0.00035164,             0.00035164,             0.00035164
                     73,                 0.4566,                0.64907,                 1.0215,                0.87569,                      1,                  0.995,                 0.9203,                 0.4352,                  2.446,                0.95029,             0.00034471,             0.00034471,             0.00034471
                     74,                0.30352,                0.45701,                0.91027,                0.87569,                      1,                  0.995,                 0.9203,                 0.4352,                  2.446,                0.95029,             0.00033745,             0.00033745,             0.00033745
                     75,                0.50636,                0.75039,                 0.9761,                0.64395,                      1,                  0.995,                0.84555,                0.41856,                 2.2172,                0.89603,             0.00032986,             0.00032986,             0.00032986
                     76,                0.42958,                0.86586,                 1.0665,                0.64395,                      1,                  0.995,                0.84555,                0.41856,                 2.2172,                0.89603,             0.00032194,             0.00032194,             0.00032194
                     77,                0.50333,                0.63313,                0.94109,                0.64395,                      1,                  0.995,                0.84555,                0.41856,                 2.2172,                0.89603,             0.00031369,             0.00031369,             0.00031369
                     78,                0.42743,                0.57161,                0.85212,                0.95116,                      1,                  0.995,                0.75793,                 0.3605,                 1.6949,                0.84884,             0.00030511,             0.00030511,             0.00030511
                     79,                 0.3645,                0.46165,                0.88362,                0.95116,                      1,                  0.995,                0.75793,                 0.3605,                 1.6949,                0.84884,              0.0002962,              0.0002962,              0.0002962
                     80,                0.38586,                0.47811,                0.85506,                0.95116,                      1,                  0.995,                0.75793,                 0.3605,                 1.6949,                0.84884,             0.00028696,             0.00028696,             0.00028696
                     81,                0.33435,                0.45801,                0.94469,                0.96513,                      1,                  0.995,                0.72217,                 1.0195,                 1.0384,                 1.8071,             0.00027739,             0.00027739,             0.00027739
                     82,                0.29975,                0.40711,                0.85666,                0.96513,                      1,                  0.995,                0.72217,                 1.0195,                 1.0384,                 1.8071,             0.00026749,             0.00026749,             0.00026749
                     83,                0.30811,                0.46567,                0.88161,                0.96513,                      1,                  0.995,                0.72217,                 1.0195,                 1.0384,                 1.8071,             0.00025726,             0.00025726,             0.00025726
                     84,                0.33651,                0.47947,                0.92817,                0.96869,                      1,                  0.995,                 0.7483,                0.93186,                 1.0085,                 1.9615,              0.0002467,              0.0002467,              0.0002467
                     85,                0.36318,                0.67592,                0.93848,                0.96869,                      1,                  0.995,                 0.7483,                0.93186,                 1.0085,                 1.9615,             0.00023581,             0.00023581,             0.00023581
                     86,                0.59494,                0.68595,                 1.0049,                0.96869,                      1,                  0.995,                 0.7483,                0.93186,                 1.0085,                 1.9615,             0.00022459,             0.00022459,             0.00022459
                     87,                0.44818,                0.65206,                0.91163,                0.96869,                      1,                  0.995,                 0.7483,                0.93186,                 1.0085,                 1.9615,             0.00021304,             0.00021304,             0.00021304
                     88,                 0.4511,                0.59585,                0.92948,                0.97831,                      1,                  0.995,                0.79596,                0.70557,                0.90425,                 1.6598,             0.00020116,             0.00020116,             0.00020116
                     89,                0.53189,                0.74834,                 1.0391,                0.97831,                      1,                  0.995,                0.79596,                0.70557,                0.90425,                 1.6598,             0.00018894,             0.00018894,             0.00018894
                     90,                0.30306,                0.43822,                0.87326,                0.97831,                      1,                  0.995,                0.79596,                0.70557,                0.90425,                 1.6598,              0.0001764,              0.0001764,              0.0001764
                     91,                0.33744,                0.71156,                0.97461,                0.97831,                      1,                  0.995,                0.79596,                0.70557,                0.90425,                 1.6598,             0.00016353,             0.00016353,             0.00016353
                     92,                0.33174,                0.69949,                 0.8908,                0.98252,                      1,                  0.995,                0.84557,                0.62983,                0.82805,                 1.5021,             0.00015033,             0.00015033,             0.00015033
                     93,                0.36216,                 0.6657,                0.93025,                0.98252,                      1,                  0.995,                0.84557,                0.62983,                0.82805,                 1.5021,              0.0001368,              0.0001368,              0.0001368
                     94,                0.44102,                0.71215,                 1.1179,                0.98252,                      1,                  0.995,                0.84557,                0.62983,                0.82805,                 1.5021,             0.00012294,             0.00012294,             0.00012294
                     95,                0.32931,                 0.7225,                0.88986,                0.98252,                      1,                  0.995,                0.84557,                0.62983,                0.82805,                 1.5021,             0.00010875,             0.00010875,             0.00010875
                     96,                0.49925,                 0.9819,                 1.0999,                0.98327,                      1,                  0.995,                0.84557,                 0.5133,                0.72545,                  1.148,             9.4227e-05,             9.4227e-05,             9.4227e-05
                     97,                0.31028,                0.62286,                0.98737,                0.98327,                      1,                  0.995,                0.84557,                 0.5133,                0.72545,                  1.148,             7.9376e-05,             7.9376e-05,             7.9376e-05
                     98,                0.31108,                0.58044,                0.91646,                0.98327,                      1,                  0.995,                0.84557,                 0.5133,                0.72545,                  1.148,             6.4195e-05,             6.4195e-05,             6.4195e-05
