                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     38,                 0.4677,                0.49206,                0.92337,                0.45923,                      1,                 0.4975,                0.44771,                0.50229,                 1.6796,                0.95449,             0.00039086,             0.00039086,             0.00039086
                     39,                0.44768,                0.45259,                0.99813,                0.88009,                      1,                  0.995,                0.94512,                0.37229,                 1.0142,                0.85003,             0.00039515,             0.00039515,             0.00039515
                     40,                0.50769,                0.47258,                0.96132,                0.88009,                      1,                  0.995,                0.94512,                0.37229,                 1.0142,                0.85003,             0.00039911,             0.00039911,             0.00039911
                     41,                0.40639,                0.39468,                0.97243,                 0.8532,                      1,                  0.995,                 0.8955,                0.29565,                 1.4383,                0.79188,             0.00040275,             0.00040275,             0.00040275
                     42,                 0.4764,                0.57834,                 1.0187,                 0.8532,                      1,                  0.995,                 0.8955,                0.29565,                 1.4383,                0.79188,             0.00040605,             0.00040605,             0.00040605
                     43,                0.37192,                0.35866,                0.90359,                0.76463,                      1,                  0.995,                  0.995,                 0.3033,                 1.1897,                0.78131,             0.00040902,             0.00040902,             0.00040902
                     44,                0.30248,                0.41477,                0.92366,                0.76463,                      1,                  0.995,                  0.995,                 0.3033,                 1.1897,                0.78131,             0.00041166,             0.00041166,             0.00041166
                     45,                0.50842,                0.51572,                0.92518,                0.79886,                      1,                  0.995,                 0.9204,                0.35322,                 1.1645,                0.87555,             0.00041398,             0.00041398,             0.00041398
                     46,                0.32552,                0.53067,                0.88228,                0.79886,                      1,                  0.995,                 0.9204,                0.35322,                 1.1645,                0.87555,             0.00041596,             0.00041596,             0.00041596
                     47,                0.44025,                0.46627,                 1.0012,                0.86078,                      1,                  0.995,                0.92044,                 0.5166,                 1.1766,                 1.0445,             0.00041761,             0.00041761,             0.00041761
                     48,                0.41763,                0.42501,                 1.0647,                0.86078,                      1,                  0.995,                0.92044,                 0.5166,                 1.1766,                 1.0445,             0.00041893,             0.00041893,             0.00041893
                     49,                 0.3805,                0.43984,                0.95032,                0.81666,                      1,                  0.995,                0.79602,                0.71574,                 1.2795,                  1.229,             0.00041992,             0.00041992,             0.00041992
                     50,                0.56547,                0.53139,                 1.0065,                0.81666,                      1,                  0.995,                0.79602,                0.71574,                 1.2795,                  1.229,             0.00042059,             0.00042059,             0.00042059
                     51,                0.37758,                0.42049,                0.89147,                0.48507,                      1,                0.82833,                 0.7455,                0.73407,                 2.1965,                 1.2198,             0.00042092,             0.00042092,             0.00042092
                     52,                0.37851,                 0.5011,                0.90101,                0.48507,                      1,                0.82833,                 0.7455,                0.73407,                 2.1965,                 1.2198,             0.00042092,             0.00042092,             0.00042092
                     53,                0.31514,                0.39658,                0.92059,                0.48507,                      1,                0.82833,                 0.7455,                0.73407,                 2.1965,                 1.2198,             0.00042059,             0.00042059,             0.00042059
                     54,                0.45872,                0.63702,                 1.0449,                0.94538,                      1,                  0.995,                0.94528,                0.43568,                 1.0662,                 1.0687,             0.00041993,             0.00041993,             0.00041993
                     55,                0.27207,                0.50623,                0.87003,                0.94538,                      1,                  0.995,                0.94528,                0.43568,                 1.0662,                 1.0687,             0.00041894,             0.00041894,             0.00041894
                     56,                0.32207,                0.37541,                0.89313,                0.94538,                      1,                  0.995,                0.94528,                0.43568,                 1.0662,                 1.0687,             0.00041763,             0.00041763,             0.00041763
                     57,                0.29744,                0.34957,                0.85194,                 0.6397,                      1,                0.82833,                0.79526,                0.49084,                0.84775,                 1.0563,             0.00041598,             0.00041598,             0.00041598
                     58,                0.33574,                0.35452,                0.89692,                 0.6397,                      1,                0.82833,                0.79526,                0.49084,                0.84775,                 1.0563,               0.000414,               0.000414,               0.000414
                     59,                0.36694,                0.43666,                 0.8513,                 0.6397,                      1,                0.82833,                0.79526,                0.49084,                0.84775,                 1.0563,             0.00041169,             0.00041169,             0.00041169
                     60,                0.48656,                0.56485,                0.96967,                 0.6415,                      1,                0.82833,                0.79532,                0.49846,                0.84258,                 1.0677,             0.00040905,             0.00040905,             0.00040905
                     61,                 0.3176,                0.44261,                0.95443,                 0.6415,                      1,                0.82833,                0.79532,                0.49846,                0.84258,                 1.0677,             0.00040608,             0.00040608,             0.00040608
                     62,                0.37732,                0.52805,                0.94984,                 0.6415,                      1,                0.82833,                0.79532,                0.49846,                0.84258,                 1.0677,             0.00040278,             0.00040278,             0.00040278
                     63,                0.36487,                0.54497,                0.92907,                0.98466,                      1,                  0.995,                0.84596,                0.40618,                 0.7274,                0.92663,             0.00039915,             0.00039915,             0.00039915
                     64,                0.60289,                0.66987,                 1.0439,                0.98466,                      1,                  0.995,                0.84596,                0.40618,                 0.7274,                0.92663,             0.00039519,             0.00039519,             0.00039519
                     65,                0.30238,                0.45248,                0.85275,                0.98466,                      1,                  0.995,                0.84596,                0.40618,                 0.7274,                0.92663,              0.0003909,              0.0003909,              0.0003909
                     66,                0.32047,                0.49952,                0.89807,                0.97968,                      1,                  0.995,                0.94536,                0.36234,                0.58384,                0.85826,             0.00038629,             0.00038629,             0.00038629
                     67,                0.32432,                0.42203,                0.84934,                0.97968,                      1,                  0.995,                0.94536,                0.36234,                0.58384,                0.85826,             0.00038134,             0.00038134,             0.00038134
                     68,                 0.3017,                 0.3612,                0.87296,                0.97968,                      1,                  0.995,                0.94536,                0.36234,                0.58384,                0.85826,             0.00037606,             0.00037606,             0.00037606
                     69,                0.25246,                0.34424,                0.85515,                0.98067,                      1,                  0.995,                0.94541,                0.37075,                0.62622,                0.83089,             0.00037045,             0.00037045,             0.00037045
                     70,                0.35962,                0.42174,                0.92754,                0.98067,                      1,                  0.995,                0.94541,                0.37075,                0.62622,                0.83089,             0.00036451,             0.00036451,             0.00036451
                     71,                0.33111,                0.40771,                 1.0284,                0.98067,                      1,                  0.995,                0.94541,                0.37075,                0.62622,                0.83089,             0.00035824,             0.00035824,             0.00035824
                     72,                0.35959,                0.40756,                0.88192,                0.98184,                      1,                  0.995,                0.92072,                0.38995,                0.44985,                0.85244,             0.00035164,             0.00035164,             0.00035164
                     73,                0.39917,                0.39025,                 1.0006,                0.98184,                      1,                  0.995,                0.92072,                0.38995,                0.44985,                0.85244,             0.00034471,             0.00034471,             0.00034471
                     74,                0.27959,                 0.3233,                0.89892,                0.98184,                      1,                  0.995,                0.92072,                0.38995,                0.44985,                0.85244,             0.00033745,             0.00033745,             0.00033745
                     75,                0.38505,                0.52965,                0.93782,                0.98246,                      1,                  0.995,                0.92082,                0.45421,                0.39812,                0.91224,             0.00032986,             0.00032986,             0.00032986
                     76,                0.34438,                0.58801,                 1.0183,                0.98246,                      1,                  0.995,                0.92082,                0.45421,                0.39812,                0.91224,             0.00032194,             0.00032194,             0.00032194
                     77,                0.38284,                0.42579,                0.87258,                0.98246,                      1,                  0.995,                0.92082,                0.45421,                0.39812,                0.91224,             0.00031369,             0.00031369,             0.00031369
                     78,                  0.374,                 0.4618,                0.83304,                0.98219,                      1,                  0.995,                 0.8955,                0.58283,                0.52092,                 1.0353,             0.00030511,             0.00030511,             0.00030511
                     79,                0.31601,                0.35075,                0.87211,                0.98219,                      1,                  0.995,                 0.8955,                0.58283,                0.52092,                 1.0353,              0.0002962,              0.0002962,              0.0002962
                     80,                0.32088,                0.34878,                0.83015,                0.98219,                      1,                  0.995,                 0.8955,                0.58283,                0.52092,                 1.0353,             0.00028696,             0.00028696,             0.00028696
                     81,                0.33678,                0.57781,                 1.0009,                0.98094,                      1,                  0.995,                 0.7465,                0.70104,                0.69589,                 1.1431,             0.00027739,             0.00027739,             0.00027739
                     82,                0.32267,                0.33485,                 0.8524,                0.98094,                      1,                  0.995,                 0.7465,                0.70104,                0.69589,                 1.1431,             0.00026749,             0.00026749,             0.00026749
                     83,                 0.2932,                0.34273,                0.89113,                0.98094,                      1,                  0.995,                 0.7465,                0.70104,                0.69589,                 1.1431,             0.00025726,             0.00025726,             0.00025726
                     84,                0.29056,                0.40542,                0.92055,                0.98059,                      1,                  0.995,                 0.8955,                0.51327,                0.46005,                 1.0183,              0.0002467,              0.0002467,              0.0002467
                     85,                 0.4076,                0.69132,                0.91711,                0.98059,                      1,                  0.995,                 0.8955,                0.51327,                0.46005,                 1.0183,             0.00023581,             0.00023581,             0.00023581
                     86,                0.35766,                0.41676,                0.90249,                0.98059,                      1,                  0.995,                 0.8955,                0.51327,                0.46005,                 1.0183,             0.00022459,             0.00022459,             0.00022459
                     87,                0.46854,                0.61308,                0.91763,                0.98059,                      1,                  0.995,                 0.8955,                0.51327,                0.46005,                 1.0183,             0.00021304,             0.00021304,             0.00021304
                     88,                0.32878,                0.37411,                0.91933,                0.98232,                      1,                  0.995,                0.94546,                0.45525,                0.45897,                0.97868,             0.00020116,             0.00020116,             0.00020116
                     89,                0.46413,                0.39436,                0.93437,                0.98232,                      1,                  0.995,                0.94546,                0.45525,                0.45897,                0.97868,             0.00018894,             0.00018894,             0.00018894
                     90,                0.24429,                0.30984,                0.85492,                0.98232,                      1,                  0.995,                0.94546,                0.45525,                0.45897,                0.97868,              0.0001764,              0.0001764,              0.0001764
                     91,                0.30931,                0.33611,                0.92979,                0.98232,                      1,                  0.995,                0.94546,                0.45525,                0.45897,                0.97868,             0.00016353,             0.00016353,             0.00016353
                     92,                0.24958,                0.38119,                0.85822,                 0.9826,                      1,                  0.995,                0.94552,                0.39326,                  0.426,                0.92141,             0.00015033,             0.00015033,             0.00015033
                     93,                0.28941,                0.38636,                 0.9048,                 0.9826,                      1,                  0.995,                0.94552,                0.39326,                  0.426,                0.92141,              0.0001368,              0.0001368,              0.0001368
                     94,                 0.4936,                 0.7589,                 1.0431,                 0.9826,                      1,                  0.995,                0.94552,                0.39326,                  0.426,                0.92141,             0.00012294,             0.00012294,             0.00012294
