                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     31,                 1.1017,                 1.3958,                0.90056,                0.71705,                0.82195,                0.82008,                0.59859,                0.95251,                 1.1749,                0.87263,               0.042333,              0.0053333,              0.0053333
                     32,                 1.0475,                 1.3928,                0.91312,                0.73998,                0.80741,                 0.8512,                0.58651,                 1.1044,                  1.368,                0.89168,                0.04047,              0.0054704,              0.0054704
                     33,                0.93381,                  1.468,                0.83818,                0.73998,                0.80741,                 0.8512,                0.58651,                 1.1044,                  1.368,                0.89168,               0.038606,              0.0056056,              0.0056056
                     34,                0.98842,                 1.1649,                0.84376,                0.77685,                0.86185,                0.88801,                0.62429,                 1.0087,                0.90863,                0.88285,               0.036739,              0.0057387,              0.0057387
                     35,                 1.1521,                 1.0794,                0.88442,                 0.8287,                0.89399,                0.90775,                0.51725,                 1.4025,                 1.2466,                0.92307,                0.03487,              0.0058699,              0.0058699
                     36,                 1.5551,                 1.3557,                 0.9218,                 0.8287,                0.89399,                0.90775,                0.51725,                 1.4025,                 1.2466,                0.92307,               0.032999,              0.0059991,              0.0059991
                     37,                 1.5068,                 1.5864,                0.93442,                0.93911,                0.73147,                0.84893,                0.64194,                 1.0389,                 1.2629,                0.89229,               0.031126,              0.0061264,              0.0061264
                     38,                 1.1481,                  1.633,                0.91733,                0.88786,                0.76296,                0.85925,                0.62494,                0.95871,                 1.1988,                0.86775,               0.029252,              0.0062516,              0.0062516
                     39,                 1.0661,                 1.3401,                0.87945,                0.88786,                0.76296,                0.85925,                0.62494,                0.95871,                 1.1988,                0.86775,               0.027375,              0.0063749,              0.0063749
                     40,                 1.0925,                 1.5415,                0.92438,                0.84428,                0.78026,                0.85752,                0.65877,                 1.0105,                 1.1591,                0.88936,               0.025496,              0.0064962,              0.0064962
                     41,                 1.1361,                  1.629,                 0.9358,                0.86446,                0.81813,                0.87779,                0.62611,                0.94948,                 1.1495,                0.87383,               0.023616,              0.0066155,              0.0066155
                     42,                 0.9494,                 1.1148,                0.85469,                0.86446,                0.81813,                0.87779,                0.62611,                0.94948,                 1.1495,                0.87383,               0.021733,              0.0067329,              0.0067329
                     43,                 1.0269,                 1.1694,                0.89189,                0.72664,                0.48148,                 0.5803,                0.36918,                 1.5218,                 1.9079,                 1.0499,               0.019848,              0.0068482,              0.0068482
                     44,                 1.3052,                 1.5692,                0.90493,                0.72664,                0.48148,                 0.5803,                0.36918,                 1.5218,                 1.9079,                 1.0499,               0.017962,              0.0069616,              0.0069616
                     45,                 1.3059,                 1.4094,                0.88892,                0.64978,                 0.6204,                0.72635,                0.49876,                 1.5198,                 1.4859,                 1.1028,               0.016073,               0.007073,               0.007073
                     46,                 1.1125,                 1.1273,                0.93058,                0.64978,                 0.6204,                0.72635,                0.49876,                 1.5198,                 1.4859,                 1.1028,               0.014182,              0.0071824,              0.0071824
                     47,                  1.023,                 1.0335,                0.84059,                0.86887,                0.78579,                0.82121,                0.45341,                 1.4426,                 1.3683,                0.95873,                0.01229,              0.0072898,              0.0072898
                     48,                 1.4864,                 1.3604,                0.90411,                0.86887,                0.78579,                0.82121,                0.45341,                 1.4426,                 1.3683,                0.95873,               0.010395,              0.0073953,              0.0073953
                     49,                 1.4107,                 1.4531,                 0.9804,                0.88893,                0.75534,                0.83468,                0.62563,                0.90789,                 1.1226,                0.87879,              0.0084988,              0.0074988,              0.0074988
                     50,                0.96538,                 1.0405,                0.93855,                0.88893,                0.75534,                0.83468,                0.62563,                0.90789,                 1.1226,                0.87879,               0.007525,               0.007525,               0.007525
                     51,                 1.2676,                 1.2711,                0.94662,                0.86348,                0.82963,                 0.8732,                0.52832,                 1.4064,                 1.0311,                0.94264,               0.007525,               0.007525,               0.007525
                     52,                 1.3999,                0.89059,                0.90003,                0.86348,                0.82963,                 0.8732,                0.52832,                 1.4064,                 1.0311,                0.94264,              0.0074755,              0.0074755,              0.0074755
                     53,                 1.5527,                 1.1528,                0.94913,                0.83496,                0.82281,                0.87791,                0.60544,                 1.0361,                 1.1223,                0.88784,               0.007426,               0.007426,               0.007426
                     54,                 1.0853,                0.95312,                0.91894,                0.83496,                0.82281,                0.87791,                0.60544,                 1.0361,                 1.1223,                0.88784,              0.0073765,              0.0073765,              0.0073765
                     55,                 1.2177,                0.92602,                0.83427,                0.75391,                0.81767,                0.86069,                0.50884,                 1.2359,                 1.1692,                0.90438,               0.007327,               0.007327,               0.007327
                     56,                 1.5459,                 1.3178,                0.91199,                0.75391,                0.81767,                0.86069,                0.50884,                 1.2359,                 1.1692,                0.90438,              0.0072775,              0.0072775,              0.0072775
                     57,                 1.2641,                 1.0179,                0.92027,                 0.8479,                0.70704,                0.85514,                0.59874,                0.96243,                 1.7782,                0.90316,               0.007228,               0.007228,               0.007228
                     58,                0.97018,                0.85992,                0.86827,                 0.8479,                0.70704,                0.85514,                0.59874,                0.96243,                 1.7782,                0.90316,              0.0071785,              0.0071785,              0.0071785
                     59,                 1.0239,                0.82524,                0.85264,                0.89716,                0.80048,                0.87335,                0.64177,                 1.0074,                 1.0539,                0.89859,               0.007129,               0.007129,               0.007129
                     60,                0.96625,                 1.0262,                  0.871,                0.89716,                0.80048,                0.87335,                0.64177,                 1.0074,                 1.0539,                0.89859,              0.0070795,              0.0070795,              0.0070795
                     61,                 1.0554,                 1.1257,                0.89075,                0.71099,                0.91562,                0.92027,                0.60182,                 1.0755,                 1.6768,                0.88178,                0.00703,                0.00703,                0.00703
                     62,                 1.0876,                0.98136,                0.85369,                0.71099,                0.91562,                0.92027,                0.60182,                 1.0755,                 1.6768,                0.88178,              0.0069805,              0.0069805,              0.0069805
                     63,                 1.2345,                 1.6422,                 1.0345,                0.87055,                0.81534,                0.91478,                 0.6983,                0.86237,                0.83689,                0.87149,               0.006931,               0.006931,               0.006931
                     64,                 0.9907,                 1.1064,                0.87837,                0.87055,                0.81534,                0.91478,                 0.6983,                0.86237,                0.83689,                0.87149,              0.0068815,              0.0068815,              0.0068815
                     65,                  1.053,                 1.2535,                0.93807,                0.86734,                0.82963,                0.90957,                 0.7176,                0.88872,                 0.9016,                0.87311,               0.006832,               0.006832,               0.006832
                     66,                0.96657,                 0.8812,                 0.8575,                0.86734,                0.82963,                0.90957,                 0.7176,                0.88872,                 0.9016,                0.87311,              0.0067825,              0.0067825,              0.0067825
                     67,                0.92615,                 1.0154,                0.93439,                 0.9474,                0.85314,                 0.9037,                0.62165,                0.97854,                 1.4097,                0.87661,               0.006733,               0.006733,               0.006733
                     68,                 1.0258,                 1.0376,                0.85602,                 0.9474,                0.85314,                 0.9037,                0.62165,                0.97854,                 1.4097,                0.87661,              0.0066835,              0.0066835,              0.0066835
                     69,                 1.0086,                 1.2093,                0.93399,                0.92129,                 0.8645,                0.91619,                 0.7144,                0.88643,                 0.9679,                0.86893,               0.006634,               0.006634,               0.006634
                     70,                0.95133,                 1.1044,                0.93009,                0.92129,                 0.8645,                0.91619,                 0.7144,                0.88643,                 0.9679,                0.86893,              0.0065845,              0.0065845,              0.0065845
                     71,                0.95614,                 1.0052,                0.87861,                0.87071,                0.94074,                0.93723,                0.72179,                0.87135,                0.79244,                0.86451,               0.006535,               0.006535,               0.006535
                     72,                 1.0388,                0.77935,                0.88791,                0.87071,                0.94074,                0.93723,                0.72179,                0.87135,                0.79244,                0.86451,              0.0064855,              0.0064855,              0.0064855
                     73,                0.99826,                0.87565,                 0.9241,                0.82597,                0.86597,                0.91968,                0.61116,                 1.1627,                 1.0537,                0.89051,               0.006436,               0.006436,               0.006436
                     74,                 1.2924,                 0.8834,                 0.8637,                0.82597,                0.86597,                0.91968,                0.61116,                 1.1627,                 1.0537,                0.89051,              0.0063865,              0.0063865,              0.0063865
                     75,                 1.2588,                0.88943,                0.91274,                0.90226,                0.89783,                0.92405,                0.68782,                0.96492,                0.83175,                 0.8827,               0.006337,               0.006337,               0.006337
                     76,                 1.1126,                0.72046,                0.81336,                0.90226,                0.89783,                0.92405,                0.68782,                0.96492,                0.83175,                 0.8827,              0.0062875,              0.0062875,              0.0062875
                     77,                 1.1306,                0.80872,                0.86412,                0.79257,                0.85297,                0.86049,                0.64533,                0.93705,                  1.022,                0.87995,               0.006238,               0.006238,               0.006238
                     78,                 1.1366,                0.89241,                0.88886,                0.79257,                0.85297,                0.86049,                0.64533,                0.93705,                  1.022,                0.87995,              0.0061885,              0.0061885,              0.0061885
                     79,                 1.1882,                 1.0268,                 0.8888,                0.82013,                0.86008,                 0.8968,                0.52745,                 1.1436,                0.90986,                0.91299,               0.006139,               0.006139,               0.006139
                     80,                 1.0523,                0.83758,                0.88617,                0.82013,                0.86008,                 0.8968,                0.52745,                 1.1436,                0.90986,                0.91299,              0.0060895,              0.0060895,              0.0060895
                     81,                 1.0714,                0.89417,                0.87113,                0.83544,                0.87412,                0.89092,                0.62662,                 1.0958,                0.90196,                0.88576,                0.00604,                0.00604,                0.00604
                     82,                 1.0374,                0.94151,                0.94268,                0.83544,                0.87412,                0.89092,                0.62662,                 1.0958,                0.90196,                0.88576,              0.0059905,              0.0059905,              0.0059905
                     83,                 1.1438,                0.82606,                0.85471,                0.89742,                0.84444,                0.88604,                 0.4533,                 1.3666,                0.98519,                0.92866,               0.005941,               0.005941,               0.005941
                     84,                 1.3096,                 0.9171,                0.91166,                0.89742,                0.84444,                0.88604,                 0.4533,                 1.3666,                0.98519,                0.92866,              0.0058915,              0.0058915,              0.0058915
                     85,                 1.3748,                0.98653,                0.91956,                0.87781,                0.85761,                0.89698,                0.65206,                0.91861,                0.84577,                0.87519,               0.005842,               0.005842,               0.005842
                     86,                  1.017,                0.82028,                0.87806,                0.87781,                0.85761,                0.89698,                0.65206,                0.91861,                0.84577,                0.87519,              0.0057925,              0.0057925,              0.0057925
                     87,                0.97594,                0.86226,                0.89041,                0.94168,                0.78997,                0.90706,                0.68326,                0.96758,                  0.872,                0.86626,               0.005743,               0.005743,               0.005743
                     88,                 1.0255,                 0.7671,                0.89856,                0.94168,                0.78997,                0.90706,                0.68326,                0.96758,                  0.872,                0.86626,              0.0056935,              0.0056935,              0.0056935
                     89,                 1.2062,                0.95666,                0.95318,                0.85931,                0.80866,                0.89214,                0.72973,                0.84906,                0.94687,                0.85134,               0.005644,               0.005644,               0.005644
                     90,                0.95134,                0.76459,                0.84843,                0.85931,                0.80866,                0.89214,                0.72973,                0.84906,                0.94687,                0.85134,              0.0055945,              0.0055945,              0.0055945
                     91,                  0.982,                0.81613,                0.87057,                0.90299,                 0.8072,                0.86775,                 0.7167,                0.88581,                 1.1987,                0.85687,               0.005545,               0.005545,               0.005545
                     92,                0.99397,                0.81887,                 0.8987,                0.90299,                 0.8072,                0.86775,                 0.7167,                0.88581,                 1.1987,                0.85687,              0.0054955,              0.0054955,              0.0054955
                     93,                0.92045,                0.70363,                0.82759,                0.81534,                0.77314,                0.88261,                0.61629,                 1.0797,                 1.2882,                0.87274,               0.005446,               0.005446,               0.005446
                     94,                 1.0925,                0.74924,                0.87314,                0.81534,                0.77314,                0.88261,                0.61629,                 1.0797,                 1.2882,                0.87274,              0.0053965,              0.0053965,              0.0053965
                     95,                 1.2133,                0.97921,                 0.9287,                0.93246,                0.85826,                0.93598,                0.71286,                 0.9134,                0.89063,                0.85933,               0.005347,               0.005347,               0.005347
                     96,                 0.9472,                0.69739,                0.85654,                0.93246,                0.85826,                0.93598,                0.71286,                 0.9134,                0.89063,                0.85933,              0.0052975,              0.0052975,              0.0052975
                     97,                 1.0829,                0.88599,                0.94749,                0.84554,                0.82731,                0.90349,                0.65515,                0.96371,                  1.048,                0.86573,               0.005248,               0.005248,               0.005248
                     98,                 1.1245,                0.81303,                 0.9044,                0.84554,                0.82731,                0.90349,                0.65515,                0.96371,                  1.048,                0.86573,              0.0051985,              0.0051985,              0.0051985
                     99,                 1.0117,                0.70603,                0.83579,                0.87718,                0.86814,                0.91019,                0.67567,                0.96651,                0.99272,                0.88053,               0.005149,               0.005149,               0.005149
                    100,                0.98076,                0.74472,                0.85788,                0.87718,                0.86814,                0.91019,                0.67567,                0.96651,                0.99272,                0.88053,              0.0050995,              0.0050995,              0.0050995
                    101,                 1.0361,                0.90822,                0.89471,                 0.9432,                 0.8481,                0.90121,                 0.6901,                0.90747,                0.85446,                0.88393,                0.00505,                0.00505,                0.00505
                    102,                 1.1289,                0.81153,                0.89041,                 0.9432,                 0.8481,                0.90121,                 0.6901,                0.90747,                0.85446,                0.88393,              0.0050005,              0.0050005,              0.0050005
                    103,                 1.1084,                0.82343,                0.87745,                0.82193,                0.87455,                0.89755,                0.66053,                 1.0186,                0.89576,                0.90457,               0.004951,               0.004951,               0.004951
                    104,                0.95862,                0.74323,                0.88467,                0.82193,                0.87455,                0.89755,                0.66053,                 1.0186,                0.89576,                0.90457,              0.0049015,              0.0049015,              0.0049015
                    105,                  1.063,                0.66044,                0.86626,                0.89867,                0.73907,                0.87117,                0.69458,                0.82104,                 1.2425,                0.86706,               0.004852,               0.004852,               0.004852
                    106,                0.99766,                0.73855,                0.83403,                0.89867,                0.73907,                0.87117,                0.69458,                0.82104,                 1.2425,                0.86706,              0.0048025,              0.0048025,              0.0048025
                    107,                 1.0704,                0.66664,                0.89213,                0.86141,                0.73885,                0.86697,                0.66446,                0.89023,                 1.2841,                0.87505,               0.004753,               0.004753,               0.004753
                    108,                 1.0513,                0.82264,                0.90585,                0.86141,                0.73885,                0.86697,                0.66446,                0.89023,                 1.2841,                0.87505,              0.0047035,              0.0047035,              0.0047035
                    109,                  1.034,                0.77859,                0.89147,                0.89546,                0.74069,                0.87161,                0.68339,                0.84441,                 1.1585,                0.88129,               0.004654,               0.004654,               0.004654
                    110,                0.92925,                0.71851,                0.87764,                0.89546,                0.74069,                0.87161,                0.68339,                0.84441,                 1.1585,                0.88129,              0.0046045,              0.0046045,              0.0046045
                    111,                0.86155,                0.61734,                0.89009,                0.91768,                0.76783,                0.90859,                0.73556,                0.77248,                0.93747,                0.88309,               0.004555,               0.004555,               0.004555
                    112,                0.81533,                 0.7201,                0.87352,                0.91768,                0.76783,                0.90859,                0.73556,                0.77248,                0.93747,                0.88309,              0.0045055,              0.0045055,              0.0045055
                    113,                0.82301,                0.63896,                0.87102,                0.93055,                0.75739,                0.90538,                0.69619,                0.95681,                0.89418,                0.88843,               0.004456,               0.004456,               0.004456
                    114,                 1.0173,                0.79331,                0.85968,                0.93055,                0.75739,                0.90538,                0.69619,                0.95681,                0.89418,                0.88843,              0.0044065,              0.0044065,              0.0044065
                    115,                 1.0239,                0.74624,                0.89702,                0.84583,                0.83423,                0.85401,                0.65965,                0.92231,                 1.0576,                 0.9047,               0.004357,               0.004357,               0.004357
                    116,                 1.0579,                0.78437,                0.86316,                0.84583,                0.83423,                0.85401,                0.65965,                0.92231,                 1.0576,                 0.9047,              0.0043075,              0.0043075,              0.0043075
                    117,                 1.1528,                  1.199,                0.92572,                0.88029,                0.83282,                0.84147,                0.65586,                0.91878,                 1.0892,                0.89472,               0.004258,               0.004258,               0.004258
                    118,                0.98816,                0.81543,                0.87982,                0.88029,                0.83282,                0.84147,                0.65586,                0.91878,                 1.0892,                0.89472,              0.0042085,              0.0042085,              0.0042085
                    119,                0.78805,                 0.7666,                0.89621,                0.91891,                0.91789,                 0.9102,                0.71777,                0.86205,                0.83244,                0.89668,               0.004159,               0.004159,               0.004159
                    120,                0.85036,                0.75319,                0.87337,                0.91891,                0.91789,                 0.9102,                0.71777,                0.86205,                0.83244,                0.89668,              0.0041095,              0.0041095,              0.0041095
                    121,                0.83623,                0.64034,                0.84072,                0.86218,                0.91852,                0.89928,                0.70156,                0.88478,                0.82509,                0.89364,                0.00406,                0.00406,                0.00406
                    122,                 0.8727,                0.70887,                0.88197,                0.86218,                0.91852,                0.89928,                0.70156,                0.88478,                0.82509,                0.89364,              0.0040105,              0.0040105,              0.0040105
                    123,                 0.8497,                0.61219,                0.81711,                0.86597,                0.91852,                0.92069,                0.72284,                0.88395,                0.78501,                0.89736,               0.003961,               0.003961,               0.003961
                    124,                0.91188,                0.75347,                0.94019,                0.86597,                0.91852,                0.92069,                0.72284,                0.88395,                0.78501,                0.89736,              0.0039115,              0.0039115,              0.0039115
                    125,                0.89572,                0.67267,                 0.8547,                 0.9059,                0.91852,                0.91242,                0.68574,                0.97049,                0.81231,                0.89741,               0.003862,               0.003862,               0.003862
                    126,                0.96672,                0.71803,                0.85564,                 0.9059,                0.91852,                0.91242,                0.68574,                0.97049,                0.81231,                0.89741,              0.0038125,              0.0038125,              0.0038125
                    127,                 1.0982,                0.87128,                 0.8998,                0.89789,                0.88148,                0.88152,                0.73888,                0.80357,                0.77807,                0.88942,               0.003763,               0.003763,               0.003763
                    128,                0.80808,                0.75892,                  0.842,                0.89789,                0.88148,                0.88152,                0.73888,                0.80357,                0.77807,                0.88942,              0.0037135,              0.0037135,              0.0037135
                    129,                 0.7524,                0.61218,                0.81381,                0.89911,                0.88148,                0.88851,                0.68426,                0.94385,                0.86951,                0.89798,               0.003664,               0.003664,               0.003664
                    130,                0.90738,                0.67296,                 0.8459,                0.89911,                0.88148,                0.88851,                0.68426,                0.94385,                0.86951,                0.89798,              0.0036145,              0.0036145,              0.0036145
                    131,                0.85748,                0.68994,                0.82365,                0.91126,                0.89279,                0.91911,                0.71355,                0.92036,                0.75138,                 0.9001,               0.003565,               0.003565,               0.003565
                    132,                 0.8686,                0.65046,                0.86479,                0.91126,                0.89279,                0.91911,                0.71355,                0.92036,                0.75138,                 0.9001,              0.0035155,              0.0035155,              0.0035155
                    133,                0.84645,                0.66467,                 0.8425,                0.85924,                0.90268,                0.89187,                0.68277,                 0.9817,                0.81703,                0.90715,               0.003466,               0.003466,               0.003466
                    134,                0.92616,                0.63538,                0.83921,                0.85924,                0.90268,                0.89187,                0.68277,                 0.9817,                0.81703,                0.90715,              0.0034165,              0.0034165,              0.0034165
                    135,                0.95021,                0.72468,                0.91091,                0.88253,                  0.916,                0.91459,                0.72664,                0.83398,                0.77979,                0.89006,               0.003367,               0.003367,               0.003367
                    136,                0.74225,                0.69634,                0.86924,                0.88253,                  0.916,                0.91459,                0.72664,                0.83398,                0.77979,                0.89006,              0.0033175,              0.0033175,              0.0033175
                    137,                0.83011,                   0.69,                 0.8438,                0.94626,                0.84223,                0.91797,                0.74332,                0.80697,                0.78262,                0.89029,               0.003268,               0.003268,               0.003268
                    138,                0.78733,                0.67856,                0.85584,                0.94626,                0.84223,                0.91797,                0.74332,                0.80697,                0.78262,                0.89029,              0.0032185,              0.0032185,              0.0032185
                    139,                0.68643,                0.50337,                0.81614,                0.94179,                0.85496,                0.94049,                0.74216,                0.83335,                0.74918,                0.88675,               0.003169,               0.003169,               0.003169
                    140,                0.76456,                0.66688,                0.86607,                0.94179,                0.85496,                0.94049,                0.74216,                0.83335,                0.74918,                0.88675,              0.0031195,              0.0031195,              0.0031195
                    141,                0.77441,                0.62536,                0.83089,                0.93732,                0.85327,                0.94023,                0.75072,                0.85132,                0.80278,                0.88656,                0.00307,                0.00307,                0.00307
                    142,                0.87622,                0.65877,                0.85574,                0.93732,                0.85327,                0.94023,                0.75072,                0.85132,                0.80278,                0.88656,              0.0030205,              0.0030205,              0.0030205
                    143,                0.87245,                0.76725,                0.84278,                0.94103,                0.85304,                0.95312,                 0.7546,                0.84272,                0.76009,                 0.8819,               0.002971,               0.002971,               0.002971
                    144,                0.86957,                0.69765,                0.86297,                0.94103,                0.85304,                0.95312,                 0.7546,                0.84272,                0.76009,                 0.8819,              0.0029215,              0.0029215,              0.0029215
                    145,                0.81669,                  0.597,                0.84891,                0.92475,                0.85617,                0.93866,                0.76193,                0.77244,                0.75795,                0.87467,               0.002872,               0.002872,               0.002872
                    146,                0.74573,                0.70082,                0.84516,                0.92475,                0.85617,                0.93866,                0.76193,                0.77244,                0.75795,                0.87467,              0.0028225,              0.0028225,              0.0028225
                    147,                0.76617,                0.58946,                0.84749,                0.92113,                0.84444,                0.93138,                0.74311,                0.78613,                0.79204,                0.87397,               0.002773,               0.002773,               0.002773
                    148,                0.85296,                0.73351,                0.86458,                0.92113,                0.84444,                0.93138,                0.74311,                0.78613,                0.79204,                0.87397,              0.0027235,              0.0027235,              0.0027235
                    149,                0.67302,                0.52346,                 0.7986,                0.90005,                0.84444,                 0.9154,                0.75196,                0.73758,                0.78395,                0.86991,               0.002674,               0.002674,               0.002674
                    150,                0.75115,                 0.7245,                0.86658,                0.90005,                0.84444,                 0.9154,                0.75196,                0.73758,                0.78395,                0.86991,              0.0026245,              0.0026245,              0.0026245
                    151,                0.70801,                0.60539,                0.84673,                0.89324,                0.84444,                0.92641,                0.77761,                0.71842,                0.72654,                0.86433,               0.002575,               0.002575,               0.002575
                    152,                0.75459,                0.67893,                0.87095,                0.89324,                0.84444,                0.92641,                0.77761,                0.71842,                0.72654,                0.86433,              0.0025255,              0.0025255,              0.0025255
                    153,                0.79079,                0.52491,                0.83645,                0.96686,                0.76298,                0.91651,                0.72202,                0.88778,                0.77875,                 0.8769,               0.002476,               0.002476,               0.002476
                    154,                0.81941,                 0.6101,                0.82025,                0.96686,                0.76298,                0.91651,                0.72202,                0.88778,                0.77875,                 0.8769,              0.0024265,              0.0024265,              0.0024265
                    155,                 0.8421,                0.75483,                0.84989,                0.97147,                0.74283,                0.92934,                0.75444,                0.80927,                0.77217,                0.86693,               0.002377,               0.002377,               0.002377
                    156,                0.75743,                0.65738,                0.84799,                0.97147,                0.74283,                0.92934,                0.75444,                0.80927,                0.77217,                0.86693,              0.0023275,              0.0023275,              0.0023275
                    157,                0.74457,                0.61307,                0.88851,                0.97679,                0.66996,                0.83767,                0.67075,                0.86982,                 0.9545,                0.85788,               0.002278,               0.002278,               0.002278
                    158,                0.69461,                0.54174,                0.84749,                0.97679,                0.66996,                0.83767,                0.67075,                0.86982,                 0.9545,                0.85788,              0.0022285,              0.0022285,              0.0022285
