                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    112,                  1.092,                 1.2686,                0.93985,                0.67752,                0.83408,                0.88107,                0.64799,                 1.1442,                 1.3109,                0.90272,              0.0045055,              0.0045055,              0.0045055
                    113,                 1.0682,                 1.2032,                0.87444,                 0.8504,                0.68889,                0.87119,                0.67465,                0.95962,                 1.2426,                0.87476,               0.004456,               0.004456,               0.004456
                    114,                 1.0866,                 1.2348,                 0.8936,                 0.8504,                0.68889,                0.87119,                0.67465,                0.95962,                 1.2426,                0.87476,              0.0044065,              0.0044065,              0.0044065
                    115,                 1.0355,                 1.2471,                0.89978,                0.69303,                0.81204,                0.86132,                0.64882,                 1.0578,                  1.439,                0.88992,               0.004357,               0.004357,               0.004357
                    116,                 1.0462,                 1.2724,                0.87915,                0.69303,                0.81204,                0.86132,                0.64882,                 1.0578,                  1.439,                0.88992,              0.0043075,              0.0043075,              0.0043075
                    117,                 1.1571,                 1.6741,                 0.9621,                0.71482,                 0.8429,                0.86417,                0.63537,                 1.1375,                 1.4139,                0.89223,               0.004258,               0.004258,               0.004258
                    118,                 1.2663,                 1.3624,                0.88775,                0.71482,                 0.8429,                0.86417,                0.63537,                 1.1375,                 1.4139,                0.89223,              0.0042085,              0.0042085,              0.0042085
                    119,                 1.0262,                 1.2852,                0.91173,                 0.8361,                0.79323,                0.88366,                0.67739,                 1.0261,                 1.2169,                0.89089,               0.004159,               0.004159,               0.004159
                    120,                 1.0204,                 1.3293,                0.90064,                 0.8361,                0.79323,                0.88366,                0.67739,                 1.0261,                 1.2169,                0.89089,              0.0041095,              0.0041095,              0.0041095
                    121,                 1.0361,                 1.2158,                0.86708,                0.92362,                0.79459,                 0.8973,                0.67445,                0.95409,                 1.0804,                0.86875,                0.00406,                0.00406,                0.00406
                    122,                0.96341,                 1.2664,                0.88984,                0.92362,                0.79459,                 0.8973,                0.67445,                0.95409,                 1.0804,                0.86875,              0.0040105,              0.0040105,              0.0040105
                    123,                0.99941,                 1.2327,                0.82624,                0.92958,                0.83116,                0.90678,                 0.7052,                0.86317,                 1.0231,                0.86416,               0.003961,               0.003961,               0.003961
                    124,                 1.0383,                 1.2817,                0.94215,                0.92958,                0.83116,                0.90678,                 0.7052,                0.86317,                 1.0231,                0.86416,              0.0039115,              0.0039115,              0.0039115
                    125,                 1.0955,                 1.2308,                0.88746,                0.88819,                0.88007,                0.90504,                0.69265,                0.91649,                 1.0003,                0.86499,               0.003862,               0.003862,               0.003862
                    126,                 1.0665,                 1.2514,                0.89166,                0.88819,                0.88007,                0.90504,                0.69265,                0.91649,                 1.0003,                0.86499,              0.0038125,              0.0038125,              0.0038125
                    127,                 1.1435,                 1.5527,                0.88675,                      1,                0.86619,                0.91274,                0.72791,                0.80391,                  1.005,                0.86125,               0.003763,               0.003763,               0.003763
                    128,                 1.0157,                 1.2752,                0.89502,                      1,                0.86619,                0.91274,                0.72791,                0.80391,                  1.005,                0.86125,              0.0037135,              0.0037135,              0.0037135
                    129,                0.89178,                  1.113,                0.85085,                0.99011,                0.82033,                0.91137,                0.70982,                0.90662,                0.95969,                0.86024,               0.003664,               0.003664,               0.003664
                    130,                0.98772,                 1.1567,                0.85621,                0.99011,                0.82033,                0.91137,                0.70982,                0.90662,                0.95969,                0.86024,              0.0036145,              0.0036145,              0.0036145
                    131,                0.95151,                 1.0634,                0.83755,                0.98266,                0.83499,                0.91364,                0.73161,                0.84429,                0.98627,                0.85674,               0.003565,               0.003565,               0.003565
                    132,                 0.9647,                 1.1349,                0.88683,                0.98266,                0.83499,                0.91364,                0.73161,                0.84429,                0.98627,                0.85674,              0.0035155,              0.0035155,              0.0035155
                    133,                0.97737,                  1.177,                0.88462,                0.98758,                0.84397,                0.91971,                0.71435,                0.87602,                0.98941,                0.85634,               0.003466,               0.003466,               0.003466
                    134,                 1.0445,                 1.1347,                0.86084,                0.98758,                0.84397,                0.91971,                0.71435,                0.87602,                0.98941,                0.85634,              0.0034165,              0.0034165,              0.0034165
                    135,                 1.0764,                 1.2869,                0.97865,                0.92299,                0.90404,                0.92111,                0.72747,                0.84232,                0.94006,                0.85637,               0.003367,               0.003367,               0.003367
                    136,                0.93041,                 1.2171,                 0.9217,                0.92299,                0.90404,                0.92111,                0.72747,                0.84232,                0.94006,                0.85637,              0.0033175,              0.0033175,              0.0033175
                    137,                 0.9698,                  1.226,                0.89779,                0.97791,                  0.871,                0.91819,                0.66864,                0.93568,                0.97848,                0.85792,               0.003268,               0.003268,               0.003268
                    138,                 1.0596,                 1.1954,                0.89412,                0.97791,                  0.871,                0.91819,                0.66864,                0.93568,                0.97848,                0.85792,              0.0032185,              0.0032185,              0.0032185
                    139,                0.90116,                 1.0054,                0.84566,                0.96322,                0.86625,                0.91342,                0.72474,                0.84878,                 0.9459,                0.85611,               0.003169,               0.003169,               0.003169
                    140,                0.95204,                 1.1742,                0.91835,                0.96322,                0.86625,                0.91342,                0.72474,                0.84878,                 0.9459,                0.85611,              0.0031195,              0.0031195,              0.0031195
                    141,                0.99349,                 1.1165,                0.86527,                0.97971,                0.83814,                 0.9187,                0.67299,                 0.9985,                 1.0362,                0.87341,                0.00307,                0.00307,                0.00307
                    142,                0.95715,                 1.0591,                0.87131,                0.97971,                0.83814,                 0.9187,                0.67299,                 0.9985,                 1.0362,                0.87341,              0.0030205,              0.0030205,              0.0030205
                    143,                 1.0193,                  1.194,                0.86381,                0.96066,                0.83629,                0.91423,                0.72072,                0.88201,                 1.0238,                0.86586,               0.002971,               0.002971,               0.002971
                    144,                0.98362,                  1.261,                0.88604,                0.96066,                0.83629,                0.91423,                0.72072,                0.88201,                 1.0238,                0.86586,              0.0029215,              0.0029215,              0.0029215
                    145,                0.90372,                 1.1364,                0.86622,                0.95371,                0.82668,                0.91221,                0.72105,                 0.8868,                 1.0441,                0.86733,               0.002872,               0.002872,               0.002872
                    146,                 0.8695,                  1.206,                0.89282,                0.95371,                0.82668,                0.91221,                0.72105,                 0.8868,                 1.0441,                0.86733,              0.0028225,              0.0028225,              0.0028225
                    147,                0.95172,                 1.0761,                0.87403,                0.99118,                0.82956,                0.91293,                0.71491,                0.86098,                0.98246,                0.85515,               0.002773,               0.002773,               0.002773
                    148,                0.96649,                 1.2012,                0.91427,                0.99118,                0.82956,                0.91293,                0.71491,                0.86098,                0.98246,                0.85515,              0.0027235,              0.0027235,              0.0027235
                    149,                0.80136,                 1.1353,                0.81343,                0.94035,                0.82959,                0.90698,                 0.7144,                0.88362,                 1.0437,                0.86212,               0.002674,               0.002674,               0.002674
                    150,                0.96254,                 1.2077,                0.88328,                0.94035,                0.82959,                0.90698,                 0.7144,                0.88362,                 1.0437,                0.86212,              0.0026245,              0.0026245,              0.0026245
                    151,                0.90852,                 1.1787,                0.87996,                0.98952,                0.80741,                0.91242,                0.72955,                0.83823,                  0.938,                0.85465,               0.002575,               0.002575,               0.002575
                    152,                0.90474,                 1.2502,                0.91812,                0.98952,                0.80741,                0.91242,                0.72955,                0.83823,                  0.938,                0.85465,              0.0025255,              0.0025255,              0.0025255
                    153,                0.93116,                 1.0583,                0.85056,                0.98229,                0.79961,                 0.9086,                0.73397,                0.83437,                0.92208,                0.85341,               0.002476,               0.002476,               0.002476
                    154,                0.98831,                 1.0787,                0.85144,                0.98229,                0.79961,                 0.9086,                0.73397,                0.83437,                0.92208,                0.85341,              0.0024265,              0.0024265,              0.0024265
