                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     81,                0.33929,                0.38007,                0.98335,                0.98278,                      1,                  0.995,                  0.995,                0.38618,                0.62208,                0.86362,             0.00027739,             0.00027739,             0.00027739
                     82,                0.26999,                0.33469,                0.84446,                0.98278,                      1,                  0.995,                  0.995,                0.38618,                0.62208,                0.86362,             0.00026749,             0.00026749,             0.00026749
                     83,                0.34681,                 0.4302,                0.88225,                0.98278,                      1,                  0.995,                  0.995,                0.38618,                0.62208,                0.86362,             0.00025726,             0.00025726,             0.00025726
                     84,                0.30108,                0.39909,                0.91554,                0.98226,                      1,                  0.995,                 0.9451,                0.39673,                0.47629,                0.91097,              0.0002467,              0.0002467,              0.0002467
                     85,                0.50352,                0.53484,                 1.0504,                0.98226,                      1,                  0.995,                 0.9451,                0.39673,                0.47629,                0.91097,             0.00023581,             0.00023581,             0.00023581
                     86,                 0.5538,                0.55541,                0.95365,                0.98226,                      1,                  0.995,                 0.9451,                0.39673,                0.47629,                0.91097,             0.00022459,             0.00022459,             0.00022459
                     87,                0.53299,                0.64597,                0.92437,                0.98226,                      1,                  0.995,                 0.9451,                0.39673,                0.47629,                0.91097,             0.00021304,             0.00021304,             0.00021304
                     88,                0.42332,                0.51989,                0.93379,                0.98185,                      1,                  0.995,                 0.9451,                0.43794,                0.47437,                0.95269,             0.00020116,             0.00020116,             0.00020116
                     89,                0.46549,                0.53655,                0.99783,                0.98185,                      1,                  0.995,                 0.9451,                0.43794,                0.47437,                0.95269,             0.00018894,             0.00018894,             0.00018894
                     90,                0.26519,                0.34905,                0.87613,                0.98185,                      1,                  0.995,                 0.9451,                0.43794,                0.47437,                0.95269,              0.0001764,              0.0001764,              0.0001764
                     91,                0.37041,                 0.3991,                 1.0549,                0.98185,                      1,                  0.995,                 0.9451,                0.43794,                0.47437,                0.95269,             0.00016353,             0.00016353,             0.00016353
                     92,                 0.3075,                0.48186,                0.93994,                0.98226,                      1,                  0.995,                  0.995,                0.35911,                0.41473,                0.86093,             0.00015033,             0.00015033,             0.00015033
                     93,                0.37178,                0.44646,                 1.0468,                0.98226,                      1,                  0.995,                  0.995,                0.35911,                0.41473,                0.86093,              0.0001368,              0.0001368,              0.0001368
                     94,                0.46347,                0.47452,                 1.2585,                0.98226,                      1,                  0.995,                  0.995,                0.35911,                0.41473,                0.86093,             0.00012294,             0.00012294,             0.00012294
                     95,                0.30108,                0.44262,                0.88199,                0.98226,                      1,                  0.995,                  0.995,                0.35911,                0.41473,                0.86093,             0.00010875,             0.00010875,             0.00010875
                     96,                0.49326,                0.60983,                 1.2175,                 0.9826,                      1,                  0.995,                0.94509,                0.34725,                0.44977,                 0.8564,             9.4227e-05,             9.4227e-05,             9.4227e-05
                     97,                0.26217,                0.43769,                0.98084,                 0.9826,                      1,                  0.995,                0.94509,                0.34725,                0.44977,                 0.8564,             7.9376e-05,             7.9376e-05,             7.9376e-05
                     98,                0.25395,                0.43061,                0.90285,                 0.9826,                      1,                  0.995,                0.94509,                0.34725,                0.44977,                 0.8564,             6.4195e-05,             6.4195e-05,             6.4195e-05
                     99,                0.31207,                0.43897,                 1.0137,                 0.9826,                      1,                  0.995,                0.94509,                0.34725,                0.44977,                 0.8564,             4.8683e-05,             4.8683e-05,             4.8683e-05
                    100,                0.24731,                0.43025,                0.82509,                0.98237,                      1,                  0.995,                 0.9451,                0.33495,                0.45837,                 0.8494,             3.2842e-05,             3.2842e-05,             3.2842e-05
